x,y,v
46,31,1
46,32,1
46,33,0
46,34,0
46,35,1
46,36,0
46,37,0
46,38,0
46,39,0
46,40,1
46,41,1
46,42,1
46,43,0
46,44,1
46,45,1
46,46,1
46,47,1
46,48,0
46,49,0
47,0,0
47,1,0
47,2,1
47,3,0
47,4,1
47,5,1
47,6,1
47,7,1
47,8,0
47,9,0
47,10,0
47,11,0
47,12,1
47,13,0
47,14,1
47,15,1
47,16,0
47,17,1
47,18,1
47,19,1
47,20,0
47,21,0
47,22,1
47,23,0
47,24,1
47,25,1
47,26,0
47,27,1
47,28,0
47,29,0
47,30,1
47,31,1
47,32,1
47,33,0
47,34,1
47,35,1
47,36,1
47,37,0
47,38,1
47,39,0
47,40,0
47,41,0
47,42,1
47,43,0
47,44,1
47,45,1
47,46,0
47,47,1
47,48,0
47,49,1
48,0,0
48,1,0
48,2,1
48,3,0
48,4,1
48,5,0
48,6,1
48,7,0
48,8,1
48,9,1
48,10,1
48,11,0
48,12,1
48,13,0
48,14,1
48,15,1
48,16,0
48,17,1
48,18,1
48,19,0
48,20,0
48,21,1
48,22,1
48,23,0
48,24,0
48,25,1
48,26,1
48,27,1
48,28,0
48,29,1
48,30,1
48,31,0
48,32,1
48,33,0
48,34,0
48,35,0
48,36,1
48,37,1
48,38,1
48,39,1
48,40,1
48,41,1
48,42,1
48,43,0
48,44,1
48,45,0
48,46,0
48,47,0
48,48,1
48,49,0
49,0,0
49,1,1
49,2,1
49,3,0
49,4,1
49,5,1
49,6,0
49,7,0
49,8,1
49,9,0
49,10,1
49,11,1
49,12,1
49,13,0
49,14,0
49,15,1
49,16,0
49,17,0
49,18,0
49,19,0
49,20,0
49,21,1
49,22,1
49,23,0
49,24,1
49,25,0
49,26,0
49,27,1
49,28,0
49,29,0
49,30,1
49,31,0
49,32,1
49,33,0
49,34,1
49,35,1
49,36,1
49,37,0
49,38,1
49,39,1
49,40,1
49,41,0
49,42,1
49,43,0
49,44,0
49,45,0
49,46,0
49,47,1
49,48,0
49,49,0
