qubits,ideal,noisy
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010000244219554588,0.5024476051330566,0.5033810138702393,0.00010003416537074372]","[0.0001,0.0001,0.0001,0.0001,0.33333334,0.5,0.5,0.33333334]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010064233356388286,0.5025731921195984,0.5036008358001709,0.00010033609578385949]","[0.0001,0.0001,0.0001,0.0001,0.33333334,0.5,0.5,0.33333334]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010010993719333783,0.5065571665763855,0.5014368295669556,0.0001001129494397901]","[0.0001,0.0001,0.0001,0.0001,0.33333334,0.5,0.5,0.33333334]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0034244060516357,0.00010010909318225458,0.00010038512846222147,0.5009498000144958]","[0.0001,0.0001,0.0001,0.0001,0.71428573,0.85714287,0.5714286,0.2857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0063598155975342,0.0001003448705887422,0.00010038635082310066,0.5010371804237366]","[0.0001,0.0001,0.0001,0.0001,0.71428573,0.85714287,0.5714286,0.2857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0035178661346436,0.00010011837730417028,0.00010012375423684716,0.5022602677345276]","[0.0001,0.0001,0.0001,0.0001,0.71428573,0.85714287,0.5714286,0.2857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0100326538085938,0.00010027304233517498,0.00010006040974985808,0.5017995834350586]","[0.0001,0.0001,0.0001,0.0001,0.71428573,0.85714287,0.5714286,0.2857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5023325085639954,0.5005683898925781,0.5007277727127075,0.5038170218467712]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5002766847610474,0.5008971691131592,0.5006598234176636,0.502680778503418]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5017436742782593,0.5003196597099304,0.502127468585968,0.500235915184021]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5018258690834045,0.5001770257949829,0.5007727742195129,0.5019432902336121]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5339010953903198,0.46909961104393005,0.4669387936592102,0.5335271954536438]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5355933904647827,0.4672521948814392,0.4668630361557007,0.5372165441513062]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5333697199821472,0.46782249212265015,0.4681912362575531,0.5366901755332947]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5376390218734741,0.4673028886318207,0.4700542986392975,0.5367368459701538]","[0.0001,0.0001,0.0001,0.0001,0.53333336,0.53333336,0.53333336,0.46666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.500606894493103,0.5006803274154663,0.5007331371307373,0.5033848881721497]","[0.0001,0.0001,0.0001,0.0001,0.45454547,0.54545456,0.72727275,0.45454547]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5006145238876343,0.5069766640663147,0.5070385932922363,0.5016694664955139]","[0.0001,0.0001,0.0001,0.0001,0.45454547,0.54545456,0.72727275,0.45454547]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5023959279060364,0.5083138346672058,0.5012492537498474,0.5000460147857666]","[0.0001,0.0001,0.0001,0.0001,0.45454547,0.54545456,0.72727275,0.45454547]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5013247728347778,0.5021155476570129,0.5026720762252808,0.5004217624664307]","[0.0001,0.0001,0.0001,0.0001,0.45454547,0.54545456,0.72727275,0.45454547]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5018031597137451,0.43119654059410095,0.5811217427253723,0.5040949583053589]","[0.0001,0.0001,0.0001,0.0001,0.46153846,0.61538464,0.46153846,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.502718985080719,0.430528849363327,0.5723536014556885,0.502229630947113]","[0.0001,0.0001,0.0001,0.0001,0.46153846,0.61538464,0.46153846,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5052682161331177,0.4285717308521271,0.571492612361908,0.5031231045722961]","[0.0001,0.0001,0.0001,0.0001,0.46153846,0.61538464,0.46153846,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5009700059890747,0.4297049939632416,0.5726105570793152,0.5003019571304321]","[0.0001,0.0001,0.0001,0.0001,0.46153846,0.61538464,0.46153846,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010074175952468067,0.00010018194006988779,0.00010035327431978658,0.5002276301383972]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.33333334,0.41666666,0.5833333]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010057276813313365,0.00010086275142384693,0.00010021343041444197,0.5027799606323242]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.33333334,0.41666666,0.5833333]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0001001583514153026,0.00010011431004386395,0.00010039623884949833,0.5028961300849915]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.33333334,0.41666666,0.5833333]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0001009448169497773,0.00010045555973192677,0.00010074837337015197,0.5008183121681213]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.33333334,0.41666666,0.5833333]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010068216943182051,0.5020667910575867,0.00010024123912444338,0.5033619999885559]","[0.0001,0.0001,0.0001,0.0001,0.42857143,0.5714286,0.42857143,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010015883162850514,0.5031600594520569,0.00010015645966632292,0.5013350248336792]","[0.0001,0.0001,0.0001,0.0001,0.42857143,0.5714286,0.42857143,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010006607772083953,0.5021519064903259,0.00010084098903462291,0.5013172030448914]","[0.0001,0.0001,0.0001,0.0001,0.42857143,0.5714286,0.42857143,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010074494639411569,0.5008951425552368,0.00010000103793572634,0.5018994808197021]","[0.0001,0.0001,0.0001,0.0001,0.42857143,0.5714286,0.42857143,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4682222604751587,0.47071579098701477,0.4698614478111267,0.4681318700313568]","[0.0001,0.0001,0.0001,0.0001,0.5833333,0.5833333,0.5833333,0.6666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4667854905128479,0.47152191400527954,0.477472722530365,0.4680529832839966]","[0.0001,0.0001,0.0001,0.0001,0.5833333,0.5833333,0.5833333,0.6666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4667264223098755,0.4676090180873871,0.4675350785255432,0.46733397245407104]","[0.0001,0.0001,0.0001,0.0001,0.5833333,0.5833333,0.5833333,0.6666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4681329131126404,0.46920323371887207,0.4670155942440033,0.46763578057289124]","[0.0001,0.0001,0.0001,0.0001,0.5833333,0.5833333,0.5833333,0.6666667]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.46198439598083496,0.46288803219795227,0.5500307083129883,0.5408183932304382]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4638332426548004,0.4616415798664093,0.5410870313644409,0.5392568707466125]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4624522626399994,0.46387967467308044,0.5407266616821289,0.5404555201530457]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4654649496078491,0.46204087138175964,0.5394312739372253,0.53923499584198]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5016922354698181,0.5001099109649658,0.50123131275177,0.5090434551239014]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.5833333,0.6666667,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5008633136749268,0.5001248121261597,0.5002299547195435,0.5001041889190674]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.5833333,0.6666667,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.500064492225647,0.5078339576721191,0.5002050399780273,0.503918468952179]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.5833333,0.6666667,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5000370144844055,0.501028299331665,0.5048725008964539,0.5002804398536682]","[0.0001,0.0001,0.0001,0.0001,0.41666666,0.5833333,0.6666667,0.5]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5717756152153015,0.5803232789039612,0.5018906593322754,0.502312183380127]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.5714286]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5718329548835754,0.57318514585495,0.5057322382926941,0.5000571012496948]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.5714286]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5719547867774963,0.5754508376121521,0.5032746195793152,0.5016305446624756]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.5714286]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5748726725578308,0.5731835961341858,0.5011510848999023,0.5041589736938477]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.5714286]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5002382397651672,0.5025344491004944,0.5016849040985107,0.5002052187919617]","[0.0001,0.0001,0.0001,0.0001,0.6666667,0.41666666,0.5,0.41666666]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5007174611091614,0.5013551712036133,0.5005053877830505,0.5029364824295044]","[0.0001,0.0001,0.0001,0.0001,0.6666667,0.41666666,0.5,0.41666666]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5083780288696289,0.5003051161766052,0.5003356337547302,0.5005286931991577]","[0.0001,0.0001,0.0001,0.0001,0.6666667,0.41666666,0.5,0.41666666]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5024437308311462,0.5002857446670532,0.5015053153038025,0.5005924105644226]","[0.0001,0.0001,0.0001,0.0001,0.6666667,0.41666666,0.5,0.41666666]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4695631265640259,0.46876394748687744,0.5366858243942261,0.5339968204498291]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.61538464,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4686959981918335,0.4677414000034332,0.5347205400466919,0.5337414741516113]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.61538464,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4674798548221588,0.4677709639072418,0.5351815819740295,0.5334147214889526]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.61538464,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4681087136268616,0.47059646248817444,0.5376165509223938,0.5335424542427063]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.61538464,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5042018890380859,0.5009183287620544,0.5066944360733032,0.5060165524482727]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5027118921279907,0.5018125176429749,0.5009430050849915,0.5028289556503296]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5012162923812866,0.5021785497665405,0.5002996325492859,0.5019133687019348]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5004589557647705,0.5056337118148804,0.5003524422645569,0.5016366243362427]","[0.0001,0.0001,0.0001,0.0001,0.53846157,0.53846157,0.61538464,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010196018411079422,0.00010078842024086043,0.5004481673240662,0.00010024270159192383]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.42857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0001000760166789405,0.00010040291090263054,0.5039352774620056,0.00010103314707521349]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.42857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010044611553894356,0.0001002989083644934,0.5015201568603516,0.00010051925346488133]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.42857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010010752885136753,0.00010088916314998642,0.5020717978477478,0.00010000084148487076]","[0.0001,0.0001,0.0001,0.0001,0.5714286,0.42857143,0.5,0.42857143]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0031306743621826,0.00010028752876678482,0.00010014215513365343,0.500013530254364]","[0.0001,0.0001,0.0001,0.0001,0.7,0.7,0.4,0.4]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0099575519561768,0.00010003636998590082,0.00010048181866295636,0.5002474784851074]","[0.0001,0.0001,0.0001,0.0001,0.7,0.7,0.4,0.4]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0093880891799927,0.0001000698102870956,0.00010017475142376497,0.5011992454528809]","[0.0001,0.0001,0.0001,0.0001,0.7,0.7,0.4,0.4]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.000009536743164,0.00010069413838209584,0.00010032371937995777,0.5024128556251526]","[0.0001,0.0001,0.0001,0.0001,0.7,0.7,0.4,0.4]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4697514772415161,0.4721493422985077,0.46676063537597656,0.5342563986778259]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.53846157,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.46735990047454834,0.4747556447982788,0.46692365407943726,0.5372318625450134]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.53846157,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.46740439534187317,0.46701300144195557,0.46692854166030884,0.5345395803451538]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.53846157,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.46755871176719666,0.4689740240573883,0.46793270111083984,0.5335736274719238]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.53846157,0.46153846]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.000764012336731,0.5001513957977295,1.004648208618164,0.5019996762275696]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0049705505371094,0.5017948746681213,1.001531958580017,0.5016423463821411]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0044598579406738,0.5010434985160828,1.0036269426345825,0.5014816522598267]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.61538464,0.53846157]"
4,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,1.0025436878204346,0.5019425749778748,1.0110327005386353,0.5010524988174438]","[0.0001,0.0001,0.0001,0.0001,0.61538464,0.46153846,0.61538464,0.53846157]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5038074851036072,0.00010002259659813717,0.5006067156791687,0.5008507966995239,0.5028584003448486]","[0.0001,0.0001,0.0001,0.5217391,0.6956522,0.5652174,0.39130434,0.5217391]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5010043978691101,0.00010006828961195424,0.5038487911224365,0.501191258430481,0.5032731890678406]","[0.0001,0.0001,0.0001,0.5217391,0.6956522,0.5652174,0.39130434,0.5217391]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5032686591148376,0.00010045963426819071,0.5024458169937134,0.5026916265487671,0.5039412975311279]","[0.0001,0.0001,0.0001,0.5217391,0.6956522,0.5652174,0.39130434,0.5217391]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5001381039619446,0.00010112180461874232,0.5000853538513184,0.5012580752372742,0.5055372714996338]","[0.0001,0.0001,0.0001,0.5217391,0.6956522,0.5652174,0.39130434,0.5217391]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5021546483039856,0.0001001473210635595,0.00010005860531236976,0.00010011783888330683,0.00010037225001724437]","[0.0001,0.0001,0.0001,0.4375,0.3125,0.3125,0.3125,0.3125]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5003061294555664,0.00010051999561255798,0.0001019721821649,0.00010036372259492055,0.00010073227167595178]","[0.0001,0.0001,0.0001,0.4375,0.3125,0.3125,0.3125,0.3125]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5030811429023743,0.00010012654820457101,0.00010011786071117967,0.00010039772314485162,0.00010031018609879538]","[0.0001,0.0001,0.0001,0.4375,0.3125,0.3125,0.3125,0.3125]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5000966787338257,0.00010041601490229368,0.00010031577403424308,0.00010024020593846217,0.00010086307884193957]","[0.0001,0.0001,0.0001,0.4375,0.3125,0.3125,0.3125,0.3125]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5169190168380737,0.48634791374206543,0.5182505249977112,0.48399022221565247,0.49056753516197205]","[0.0001,0.0001,0.0001,0.5263158,0.84210527,0.47368422,0.42105263,0.5263158]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5215969681739807,0.48410341143608093,0.5168135762214661,0.4848197400569916,0.4889765679836273]","[0.0001,0.0001,0.0001,0.5263158,0.84210527,0.47368422,0.42105263,0.5263158]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5164636373519897,0.484850138425827,0.524069607257843,0.48685571551322937,0.4897192418575287]","[0.0001,0.0001,0.0001,0.5263158,0.84210527,0.47368422,0.42105263,0.5263158]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5174961090087891,0.4865736663341522,0.5173079371452332,0.4848269522190094,0.49259060621261597]","[0.0001,0.0001,0.0001,0.5263158,0.84210527,0.47368422,0.42105263,0.5263158]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010110397852258757,0.505535900592804,0.0001002923454507254,1.0038222074508667,0.00010031046986114234]","[0.0001,0.0001,0.0001,0.2857143,0.42857143,0.35714287,0.85714287,0.35714287]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0001000952543108724,0.50035560131073,0.00010091235162690282,1.0017949342727661,0.00010067029506899416]","[0.0001,0.0001,0.0001,0.2857143,0.42857143,0.35714287,0.85714287,0.35714287]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010014135477831587,0.5009157061576843,0.00010133364412467927,1.0040814876556396,0.0001001779965008609]","[0.0001,0.0001,0.0001,0.2857143,0.42857143,0.35714287,0.85714287,0.35714287]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010111858136951923,0.5007592439651489,0.00010034385195467621,1.0010348558425903,0.00010004355863202363]","[0.0001,0.0001,0.0001,0.2857143,0.42857143,0.35714287,0.85714287,0.35714287]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010023257345892489,1.011269450187683,0.00010010381083702669,0.00010005468357121572,0.00010029591794591397]","[0.0001,0.0001,0.0001,0.4814815,0.5925926,0.5185185,0.4814815,0.44444445]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010011689300881699,1.000154733657837,0.00010102842497872189,0.00010017710155807436,0.00010035705781774595]","[0.0001,0.0001,0.0001,0.4814815,0.5925926,0.5185185,0.4814815,0.44444445]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010026802192442119,1.0027027130126953,0.00010065706010209396,0.0001000172269414179,0.00010121380182681605]","[0.0001,0.0001,0.0001,0.4814815,0.5925926,0.5185185,0.4814815,0.44444445]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.00010036461753770709,1.007304310798645,0.00010066799586638808,0.00010034695151261985,0.00010085454414365813]","[0.0001,0.0001,0.0001,0.4814815,0.5925926,0.5185185,0.4814815,0.44444445]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5028811097145081,0.5006923675537109,0.5013899803161621,0.00010035558807430789,0.00010103722161147743]","[0.0001,0.0001,0.0001,0.45454547,0.5,0.5,0.4090909,0.4090909]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5019380450248718,0.5031266212463379,0.5014164447784424,0.0001000826814561151,0.00010008697427110747]","[0.0001,0.0001,0.0001,0.45454547,0.5,0.5,0.4090909,0.4090909]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5006155371665955,0.5005031824111938,0.5011516213417053,0.0001005224694381468,0.000100272438430693]","[0.0001,0.0001,0.0001,0.45454547,0.5,0.5,0.4090909,0.4090909]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5031585097312927,0.5025911331176758,0.5031566023826599,0.00010061235661851242,0.00010042801295639947]","[0.0001,0.0001,0.0001,0.45454547,0.5,0.5,0.4090909,0.4090909]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5025547742843628,0.5003496408462524,0.5015746355056763,0.5016343593597412,0.5003052353858948]","[0.0001,0.0001,0.0001,0.55172414,0.4827586,0.51724136,0.51724136,0.4827586]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5029060244560242,0.5005068182945251,0.5019798874855042,0.5019925832748413,0.507032036781311]","[0.0001,0.0001,0.0001,0.55172414,0.4827586,0.51724136,0.51724136,0.4827586]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5060250163078308,0.5000601410865784,0.5026245713233948,0.5010247826576233,0.5004916787147522]","[0.0001,0.0001,0.0001,0.55172414,0.4827586,0.51724136,0.51724136,0.4827586]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.5004746317863464,0.5032265186309814,0.5013387799263,0.5002873539924622,0.5079154372215271]","[0.0001,0.0001,0.0001,0.55172414,0.4827586,0.51724136,0.51724136,0.4827586]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4678443968296051,0.5002776384353638,0.46778222918510437,0.5010798573493958,0.466812402009964]","[0.0001,0.0001,0.0001,0.5,0.45833334,0.6666667,0.5416667,0.5]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4683331549167633,0.5006099939346313,0.467244029045105,0.5004078149795532,0.4669683575630188]","[0.0001,0.0001,0.0001,0.5,0.45833334,0.6666667,0.5416667,0.5]"
5,"[9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.4668574333190918,0.5005888342857361,0.4671984314918518,0.5020574331283569,0.4691736698150635]","[0.0001,0.0001,0.0001,0.5,0.45833334,0.6666667,0.5416667,0.5]"
